學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
15	國立彰化師範大學	7141051	電信工程學研究所	D 日	M 碩士	0	0	1	07 彰化縣	1 一般
15	國立彰化師範大學	7141054	機電工程學系	D 日	D 博士	22	0	2	07 彰化縣	1 一般
15	國立彰化師範大學	7141054	機電工程學系	D 日	M 碩士	55	0	16	07 彰化縣	1 一般
15	國立彰化師範大學	7141054	機電工程學系	N 職	M 碩士	67	0	16	07 彰化縣	1 一般
15	國立彰化師範大學	7141054	機電工程學系	D 日	B 學士	207	11	43	07 彰化縣	1 一般
15	國立彰化師範大學	7141062	工學院國際工程碩士學位學程	D 日	M 碩士	4	2	0	07 彰化縣	1 一般
15	國立彰化師範大學	7161053	車輛科技研究所	D 日	M 碩士	29	5	12	07 彰化縣	1 一般
15	國立彰化師範大學	7199007	工業教育與技術學系	D 日	D 博士	125	0	0	07 彰化縣	1 一般
15	國立彰化師範大學	7199007	工業教育與技術學系	D 日	M 碩士	107	0	0	07 彰化縣	1 一般
15	國立彰化師範大學	7199007	工業教育與技術學系	D 日	B 學士	315	22	0	07 彰化縣	1 一般
15	國立彰化師範大學	10152058	運動健康研究所	D 日	M 碩士	29	5	9	07 彰化縣	1 一般
15	國立彰化師範大學	99999Z01	通識及共同科目	D 日		0	1	0	07 彰化縣	1 一般
15	國立彰化師範大學	99999Z05	師資培育中心	D 日		0	6	0	07 彰化縣	1 一般
17	國立臺北大學	2221005	歷史學系	D 日	M 碩士	32	0	2	01 新北市	1 一般
17	國立臺北大學	2221005	歷史學系	D 日	B 學士	183	15	47	01 新北市	1 一般
17	國立臺北大學	2299008	民俗藝術與文化資產研究所	D 日	M 碩士	30	4	8	01 新北市	1 一般
17	國立臺北大學	2311004	應用外語學系	D 日	B 學士	227	12	53	01 新北市	1 一般
17	國立臺北大學	2322002	中國文學系	D 日	M 碩士	40	0	3	01 新北市	1 一般
17	國立臺北大學	2322002	中國文學系	D 日	B 學士	197	16	44	01 新北市	1 一般
17	國立臺北大學	3111009	經濟學系	D 日	D 博士	2	0	0	01 新北市	1 一般
17	國立臺北大學	3111009	經濟學系	D 日	M 碩士	65	0	22	01 新北市	1 一般
17	國立臺北大學	3111009	經濟學系	D 日	B 學士	501	30	122	01 新北市	1 一般
17	國立臺北大學	3111009	經濟學系	P 進	B 學士	176	0	36	01 新北市	1 一般
17	國立臺北大學	3141011	社會學系	D 日	M 碩士	38	0	6	01 新北市	1 一般
17	國立臺北大學	3141011	社會學系	N 職	M 碩士	73	0	15	01 新北市	1 一般
17	國立臺北大學	3141011	社會學系	D 日	B 學士	206	15	50	01 新北市	1 一般
17	國立臺北大學	3199016	犯罪學研究所	D 日	M 碩士	46	5	11	01 新北市	1 一般
17	國立臺北大學	3199016	犯罪學研究所	N 職	M 碩士	73	0	11	01 新北市	1 一般
17	國立臺北大學	4111017	會計學系	D 日	D 博士	11	0	0	01 新北市	1 一般
17	國立臺北大學	4111017	會計學系	D 日	M 碩士	35	0	17	01 新北市	1 一般
17	國立臺北大學	4111017	會計學系	N 職	M 碩士	42	0	17	01 新北市	1 一般
17	國立臺北大學	4111017	會計學系	D 日	B 學士	529	20	126	01 新北市	1 一般
17	國立臺北大學	4121020	財務金融英語碩士學位學程	D 日	M 碩士	38	0	9	01 新北市	1 一般
17	國立臺北大學	4121021	商學院國際財務金融碩士在職專班	N 職	M 碩士	97	0	35	01 新北市	1 一般
17	國立臺北大學	4121022	金融與合作經營學系	D 日	M 碩士	35	0	12	01 新北市	1 一般
17	國立臺北大學	4121022	金融與合作經營學系	D 日	B 學士	284	12	60	01 新北市	1 一般
17	國立臺北大學	4121022	金融與合作經營學系	P 進	B 學士	173	0	44	01 新北市	1 一般
17	國立臺北大學	4122023	財政學系	D 日	M 碩士	26	0	13	01 新北市	1 一般
17	國立臺北大學	4122023	財政學系	D 日	B 學士	292	15	73	01 新北市	1 一般
17	國立臺北大學	4122023	財政學系	P 進	B 學士	192	0	42	01 新北市	1 一般
17	國立臺北大學	4131018	企業管理學系	D 日	D 博士	76	0	7	01 新北市	1 一般
17	國立臺北大學	4131018	企業管理學系	D 日	M 碩士	221	0	90	01 新北市	1 一般
17	國立臺北大學	4131018	企業管理學系	N 職	M 碩士	162	0	52	01 新北市	1 一般
17	國立臺北大學	4131018	企業管理學系	D 日	B 學士	529	32	111	01 新北市	1 一般
17	國立臺北大學	4131018	企業管理學系	P 進	B 學士	327	0	75	01 新北市	1 一般
17	國立臺北大學	4131019	國際企業研究所	D 日	M 碩士	27	5	11	01 新北市	1 一般
17	國立臺北大學	4134013	公共行政暨政策學系	D 日	D 博士	14	0	0	01 新北市	1 一般
17	國立臺北大學	4134013	公共行政暨政策學系	D 日	M 碩士	122	0	19	01 新北市	1 一般
17	國立臺北大學	4134013	公共行政暨政策學系	N 職	M 碩士	104	0	25	01 新北市	1 一般
17	國立臺北大學	4134013	公共行政暨政策學系	D 日	B 學士	460	24	110	01 新北市	1 一般
17	國立臺北大學	4134013	公共行政暨政策學系	P 進	B 學士	332	0	82	01 新北市	1 一般
17	國立臺北大學	4134024	不動產與城鄉環境學系	D 日	D 博士	22	0	2	01 新北市	1 一般
17	國立臺北大學	4134024	不動產與城鄉環境學系	D 日	M 碩士	51	0	17	01 新北市	1 一般
17	國立臺北大學	4134024	不動產與城鄉環境學系	D 日	B 學士	487	22	118	01 新北市	1 一般
17	國立臺北大學	4134024	不動產與城鄉環境學系	P 進	B 學士	172	0	35	01 新北市	1 一般
17	國立臺北大學	4134040	城市治理英語碩士學位學程	D 日	M 碩士	13	0	3	01 新北市	1 一般
17	國立臺北大學	4141026	商學院數位行銷進修學士學位學程	P 進	B 學士	180	0	46	01 新北市	1 一般
17	國立臺北大學	04199X33	永續創新國際學院	D 日		0	2	0	01 新北市	1 一般
17	國立臺北大學	04199Y27	商學院	N 修		0	2	0	01 新北市	1 一般
17	國立臺北大學	4211028	法律學系	D 日	D 博士	32	0	0	01 新北市	1 一般
17	國立臺北大學	4211028	法律學系	D 日	M 碩士	313	0	41	01 新北市	1 一般
17	國立臺北大學	4211028	法律學系	D 日	B 學士	836	35	203	01 新北市	1 一般
17	國立臺北大學	4211028	法律學系	P 進	B 學士	214	0	49	01 新北市	1 一般
17	國立臺北大學	5211043	自然資源與環境管理研究所	D 日	D 博士	16	0	2	01 新北市	1 一般
17	國立臺北大學	5211043	自然資源與環境管理研究所	D 日	M 碩士	19	5	9	01 新北市	1 一般
17	國立臺北大學	5211043	自然資源與環境管理研究所	N 職	M 碩士	23	0	11	01 新北市	1 一般
17	國立臺北大學	5421033	統計學系	D 日	M 碩士	44	0	22	01 新北市	1 一般
17	國立臺北大學	5421033	統計學系	N 職	M 碩士	65	0	13	01 新北市	1 一般
17	國立臺北大學	5421033	統計學系	D 日	B 學士	251	17	54	01 新北市	1 一般
17	國立臺北大學	6131036	資訊工程學系	D 日	M 碩士	71	0	27	01 新北市	1 一般
17	國立臺北大學	6131036	資訊工程學系	D 日	B 學士	223	12	44	01 新北市	1 一般
17	國立臺北大學	6131038	電機資訊學院博士班	D 日	D 博士	18	2	2	01 新北市	1 一般
17	國立臺北大學	6134034	資訊管理研究所	D 日	M 碩士	42	4	7	01 新北市	1 一般
17	國立臺北大學	7141035	電機工程學系	D 日	M 碩士	57	0	21	01 新北市	1 一般
17	國立臺北大學	7141035	電機工程學系	D 日	B 學士	183	6	38	01 新北市	1 一般
17	國立臺北大學	7141037	通訊工程學系	D 日	M 碩士	22	0	6	01 新北市	1 一般
17	國立臺北大學	7141037	通訊工程學系	D 日	B 學士	150	9	36	01 新北市	1 一般
17	國立臺北大學	07141C02	多媒體與網路科技產業碩士專班	D 日	M 碩士	2	0	1	01 新北市	1 一般
17	國立臺北大學	7313039	都市計劃研究所	D 日	D 博士	11	0	0	01 新北市	1 一般
17	國立臺北大學	7313039	都市計劃研究所	D 日	M 碩士	50	6	23	01 新北市	1 一般
17	國立臺北大學	9141044	智慧醫療管理英語碩士學位學程	D 日	M 碩士	8	0	0	01 新北市	1 一般
17	國立臺北大學	9231041	社會工作學系	D 日	M 碩士	59	0	4	01 新北市	1 一般
17	國立臺北大學	9231041	社會工作學系	D 日	B 學士	204	13	45	01 新北市	1 一般
17	國立臺北大學	9231041	社會工作學系	P 進	B 學士	205	0	34	01 新北市	1 一般
17	國立臺北大學	10152042	休閒運動管理學系	D 日	B 學士	217	9	51	01 新北市	1 一般
17	國立臺北大學	99999Z01	通識及共同科目	D 日		0	8	0	01 新北市	1 一般
17	國立臺北大學	99999Z02	計算機中心	D 日		0	1	0	01 新北市	1 一般
17	國立臺北大學	99999Z05	師資培育中心	D 日		0	5	0	01 新北市	1 一般
17	國立臺北大學	99999Z07	體育室	D 日		0	12	0	01 新北市	1 一般
17	國立臺北大學	99999Z08	語言中心	D 日		0	6	0	01 新北市	1 一般
18	國立嘉義大學	1111001	教育學系	D 日	D 博士	64	0	8	20 嘉義市	1 一般
18	國立嘉義大學	1111001	教育學系	D 日	M 碩士	126	0	27	20 嘉義市	1 一般
18	國立嘉義大學	1111001	教育學系	N 職	M 碩士	178	0	25	20 嘉義市	1 一般
18	國立嘉義大學	1111001	教育學系	D 日	B 學士	163	26	33	20 嘉義市	1 一般
18	國立嘉義大學	1111006	師範學院教學專業國際碩士學位學程	D 日	M 碩士	7	2	7	20 嘉義市	1 一般
18	國立嘉義大學	1113017	特殊教育學系	D 日	M 碩士	22	0	17	20 嘉義市	1 一般
18	國立嘉義大學	1113017	特殊教育學系	D 日	B 學士	157	10	36	20 嘉義市	1 一般
18	國立嘉義大學	1116021	數位學習設計與管理學系	D 日	M 碩士	17	0	5	20 嘉義市	1 一般
18	國立嘉義大學	1116021	數位學習設計與管理學系	D 日	B 學士	189	11	46	20 嘉義市	1 一般
18	國立嘉義大學	1121016	幼兒教育學系	D 日	M 碩士	44	0	20	20 嘉義市	1 一般
18	國立嘉義大學	1121016	幼兒教育學系	N 職	M 碩士	60	0	8	20 嘉義市	1 一般
18	國立嘉義大學	1121016	幼兒教育學系	D 日	B 學士	219	11	49	20 嘉義市	1 一般
18	國立嘉義大學	1141113	體育與健康休閒學系	D 日	B 學士	190	19	44	20 嘉義市	1 一般
18	國立嘉義大學	2131025	視覺藝術學系	D 日	M 碩士	61	0	18	20 嘉義市	1 一般
18	國立嘉義大學	2131025	視覺藝術學系教學碩士學位班	N 職	M 碩士	2	0	0	20 嘉義市	1 一般
18	國立嘉義大學	2131025	視覺藝術學系	D 日	B 學士	187	9	40	20 嘉義市	1 一般
18	國立嘉義大學	2151024	音樂學系	D 日	M 碩士	28	0	12	20 嘉義市	1 一般
18	國立嘉義大學	2151024	音樂學系	D 日	B 學士	178	14	38	20 嘉義市	1 一般
18	國立嘉義大學	2221033	應用歷史學系	D 日	M 碩士	16	0	8	20 嘉義市	1 一般
18	國立嘉義大學	2221033	應用歷史學系	N 職	M 碩士	5	0	1	20 嘉義市	1 一般
18	國立嘉義大學	2221033	應用歷史學系	D 日	B 學士	174	11	40	20 嘉義市	1 一般
18	國立嘉義大學	2311031	外國語言學系	D 日	M 碩士	27	0	4	20 嘉義市	1 一般
18	國立嘉義大學	2311031	外國語言學系	D 日	B 學士	341	15	107	20 嘉義市	1 一般
18	國立嘉義大學	2322029	中國文學系	D 日	M 碩士	23	0	3	20 嘉義市	1 一般
18	國立嘉義大學	2322029	中國文學系	N 職	M 碩士	26	0	2	20 嘉義市	1 一般
18	國立嘉義大學	2322029	中國文學系	D 日	B 學士	183	18	53	20 嘉義市	1 一般
18	國立嘉義大學	2322029	中國文學系	P 進	B 學士	79	0	16	20 嘉義市	1 一般
18	國立嘉義大學	3111034	應用經濟學系	D 日	B 學士	199	7	44	20 嘉義市	1 一般
18	國立嘉義大學	3131035	輔導與諮商學系	D 日	M 碩士	95	0	20	20 嘉義市	1 一般
18	國立嘉義大學	3131035	輔導與諮商學系	N 職	M 碩士	144	0	17	20 嘉義市	1 一般
18	國立嘉義大學	3131035	輔導與諮商學系	D 日	B 學士	217	11	57	20 嘉義市	1 一般
18	國立嘉義大學	4121041	財務金融學系	D 日	M 碩士	28	0	9	20 嘉義市	1 一般
18	國立嘉義大學	4121041	財務金融學系	D 日	B 學士	195	9	47	20 嘉義市	1 一般
18	國立嘉義大學	4121041	財務金融學系	P 進	B 學士	175	0	34	20 嘉義市	1 一般
18	國立嘉義大學	4131038	企業管理學系	D 日	D 博士	34	0	0	20 嘉義市	1 一般
18	國立嘉義大學	4131038	企業管理學系	D 日	M 碩士	47	0	16	20 嘉義市	1 一般
18	國立嘉義大學	4131038	企業管理學系	D 日	B 學士	220	11	56	20 嘉義市	1 一般
18	國立嘉義大學	4131038	企業管理學系	P 進	B 學士	177	0	30	20 嘉義市	1 一般
18	國立嘉義大學	4131045	生物事業管理學系	D 日	M 碩士	0	0	2	20 嘉義市	1 一般
18	國立嘉義大學	4131045	生物事業管理學系	D 日	B 學士	0	0	40	20 嘉義市	1 一般
18	國立嘉義大學	4131045	生物事業管理學系	P 進	B 學士	0	0	19	20 嘉義市	1 一般
18	國立嘉義大學	4131046	管理學院碩士在職專班	N 職	M 碩士	212	2	82	20 嘉義市	1 一般
18	國立嘉義大學	4131116	科技管理學系	D 日	M 碩士	19	0	0	20 嘉義市	1 一般
18	國立嘉義大學	4131116	科技管理學系	D 日	B 學士	198	9	0	20 嘉義市	1 一般
18	國立嘉義大學	4131116	科技管理學系	P 進	B 學士	78	0	0	20 嘉義市	1 一般
18	國立嘉義大學	4143044	行銷與觀光管理學系行銷管理碩士班	D 日	M 碩士	64	0	14	20 嘉義市	1 一般
18	國立嘉義大學	4143044	行銷與觀光管理學系	D 日	B 學士	193	12	47	20 嘉義市	1 一般
18	國立嘉義大學	5111048	生命科學全英文碩士學位學程	D 日	M 碩士	0	0	1	20 嘉義市	1 一般
18	國立嘉義大學	5111052	生物資源學系	D 日	M 碩士	27	0	2	20 嘉義市	1 一般
18	國立嘉義大學	5111052	生物資源學系	D 日	B 學士	159	10	28	20 嘉義市	1 一般
18	國立嘉義大學	5121053	生化科技學系	D 日	M 碩士	20	0	3	20 嘉義市	1 一般
18	國立嘉義大學	5121053	生化科技學系	N 職	M 碩士	20	0	4	20 嘉義市	1 一般
18	國立嘉義大學	5121053	生化科技學系	D 日	B 學士	168	12	41	20 嘉義市	1 一般
18	國立嘉義大學	5199058	微生物免疫與生物藥學系	D 日	M 碩士	10	0	6	20 嘉義市	1 一般
18	國立嘉義大學	5199058	微生物免疫與生物藥學系	D 日	B 學士	185	13	35	20 嘉義市	1 一般
18	國立嘉義大學	5311059	應用化學系	D 日	D 博士	8	0	0	20 嘉義市	1 一般
18	國立嘉義大學	5311059	應用化學系	D 日	M 碩士	24	0	10	20 嘉義市	1 一般
18	國立嘉義大學	5311059	應用化學系	D 日	B 學士	218	18	37	20 嘉義市	1 一般
18	國立嘉義大學	5331061	電子物理學系光電暨固態電子碩士班	D 日	M 碩士	16	0	8	20 嘉義市	1 一般
18	國立嘉義大學	5331061	電子物理學系	D 日	B 學士	197	13	41	20 嘉義市	1 一般
18	國立嘉義大學	5411062	應用數學系	D 日	M 碩士	9	0	7	20 嘉義市	1 一般
18	國立嘉義大學	5411062	應用數學系	D 日	B 學士	167	11	42	20 嘉義市	1 一般
18	國立嘉義大學	6131063	資訊管理學系	D 日	M 碩士	33	0	8	20 嘉義市	1 一般
18	國立嘉義大學	6131063	資訊管理學系	D 日	B 學士	214	10	48	20 嘉義市	1 一般
18	國立嘉義大學	6131066	資訊工程學系	D 日	D 博士	4	0	2	20 嘉義市	1 一般
18	國立嘉義大學	6131066	資訊工程學系	D 日	M 碩士	50	0	14	20 嘉義市	1 一般
18	國立嘉義大學	6131066	資訊工程學系	D 日	B 學士	230	15	48	20 嘉義市	1 一般
18	國立嘉義大學	7141064	電機工程學系	D 日	M 碩士	16	0	5	20 嘉義市	1 一般
18	國立嘉義大學	7141064	電機工程學系	D 日	B 學士	216	9	42	20 嘉義市	1 一般
18	國立嘉義大學	7151067	生物機電工程學系	D 日	M 碩士	19	0	7	20 嘉義市	1 一般
18	國立嘉義大學	7151067	生物機電工程學系	N 職	M 碩士	26	0	10	20 嘉義市	1 一般
18	國立嘉義大學	7151067	生物機電工程學系	D 日	B 學士	188	13	45	20 嘉義市	1 一般
18	國立嘉義大學	7151067	生物機電工程學系	P 進	B 學士	150	0	28	20 嘉義市	1 一般
18	國立嘉義大學	7151069	機械與能源工程學系	D 日	M 碩士	13	0	5	20 嘉義市	1 一般
18	國立嘉義大學	7151069	機械與能源工程學系	D 日	B 學士	187	9	39	20 嘉義市	1 一般
18	國立嘉義大學	7211088	食品科學系	D 日	D 博士	26	0	0	20 嘉義市	1 一般
18	國立嘉義大學	7211088	食品科學系	D 日	M 碩士	51	0	24	20 嘉義市	1 一般
18	國立嘉義大學	7211088	食品科學系	N 職	M 碩士	62	0	10	20 嘉義市	1 一般
18	國立嘉義大學	7211088	食品科學系	D 日	B 學士	189	14	48	20 嘉義市	1 一般
18	國立嘉義大學	7211088	食品科學系	P 進	B 學士	175	0	39	20 嘉義市	1 一般
18	國立嘉義大學	7312072	景觀學系	D 日	M 碩士	23	0	5	20 嘉義市	1 一般
18	國立嘉義大學	7312072	景觀學系	D 日	B 學士	162	10	34	20 嘉義市	1 一般
18	國立嘉義大學	7321070	土木與水資源工程學系	D 日	M 碩士	10	0	2	20 嘉義市	1 一般
18	國立嘉義大學	7321070	土木與水資源工程學系	N 職	M 碩士	27	0	7	20 嘉義市	1 一般
18	國立嘉義大學	7321070	土木與水資源工程學系	D 日	B 學士	196	9	44	20 嘉義市	1 一般
18	國立嘉義大學	7321070	土木與水資源工程學系	P 進	B 學士	139	0	22	20 嘉義市	1 一般
18	國立嘉義大學	8111073	農學院農學碩士在職專班	N 職	M 碩士	77	2	9	20 嘉義市	1 一般
18	國立嘉義大學	8111074	農藝學系	D 日	M 碩士	28	0	7	20 嘉義市	1 一般
18	國立嘉義大學	8111074	農藝學系	N 職	M 碩士	11	0	8	20 嘉義市	1 一般
18	國立嘉義大學	8111074	農藝學系	D 日	B 學士	153	10	39	20 嘉義市	1 一般
18	國立嘉義大學	8111077	農業科學博士學位學程	D 日	D 博士	38	2	6	20 嘉義市	1 一般
18	國立嘉義大學	8112079	動物科學系	D 日	M 碩士	28	0	3	20 嘉義市	1 一般
18	國立嘉義大學	8112079	動物科學系	D 日	B 學士	175	9	32	20 嘉義市	1 一般
18	國立嘉義大學	8112079	動物科學系	P 進	B 學士	138	0	21	20 嘉義市	1 一般
18	國立嘉義大學	8121080	園藝學系	D 日	M 碩士	23	0	0	20 嘉義市	1 一般
18	國立嘉義大學	8121080	園藝學系	D 日	B 學士	168	10	38	20 嘉義市	1 一般
18	國立嘉義大學	8121080	園藝學系	P 進	B 學士	121	0	32	20 嘉義市	1 一般
18	國立嘉義大學	8192092	生物農業科技學系	D 日	M 碩士	17	0	7	20 嘉義市	1 一般
18	國立嘉義大學	8192092	生物農業科技學系	D 日	B 學士	139	10	42	20 嘉義市	1 一般
18	國立嘉義大學	8192094	農學院農業科技全英碩士學位學程	D 日	M 碩士	0	0	1	20 嘉義市	1 一般
18	國立嘉義大學	8194084	植物醫學系	D 日	M 碩士	20	0	8	20 嘉義市	1 一般
18	國立嘉義大學	8194084	植物醫學系	D 日	B 學士	141	9	35	20 嘉義市	1 一般
18	國立嘉義大學	8199076	農場管理進修學士學位學程	P 進	B 學士	309	2	74	20 嘉義市	1 一般
18	國立嘉義大學	8211096	森林暨自然資源學系	D 日	M 碩士	32	0	9	20 嘉義市	1 一般
18	國立嘉義大學	8211096	森林暨自然資源學系	N 職	M 碩士	0	0	1	20 嘉義市	1 一般
18	國立嘉義大學	8211096	森林暨自然資源學系	D 日	B 學士	150	10	33	20 嘉義市	1 一般
18	國立嘉義大學	8211106	木質材料與設計學系	D 日	M 碩士	17	0	4	20 嘉義市	1 一般
18	國立嘉義大學	8211106	木質材料與設計學系	D 日	B 學士	155	10	34	20 嘉義市	1 一般
18	國立嘉義大學	8211106	木質材料與設計學系	P 進	B 學士	113	0	26	20 嘉義市	1 一般
18	國立嘉義大學	8312047	水生生物科學系	D 日	M 碩士	26	0	7	20 嘉義市	1 一般
18	國立嘉義大學	8312047	水生生物科學系	D 日	B 學士	153	10	31	20 嘉義市	1 一般
18	國立嘉義大學	8411108	獸醫學系	D 日	M 碩士	12	0	5	20 嘉義市	1 一般
18	國立嘉義大學	8411108	獸醫學系	D 日	B 學士	225	13	54	20 嘉義市	1 一般
18	國立嘉義大學	10151044	行銷與觀光管理學系觀光休閒管理博士班	D 日	D 博士	23	0	1	20 嘉義市	1 一般
18	國立嘉義大學	10151110	管理學院外籍生全英文授課觀光暨管理碩士學位學程	D 日	M 碩士	12	2	3	20 嘉義市	1 一般
18	國立嘉義大學	10152113	體育與健康休閒學系	D 日	M 碩士	50	0	9	20 嘉義市	1 一般
18	國立嘉義大學	10152113	體育與健康休閒學系	N 職	M 碩士	60	0	13	20 嘉義市	1 一般
18	國立嘉義大學	10152113	體育與健康休閒學系	P 進	B 學士	177	0	29	20 嘉義市	1 一般
18	國立嘉義大學	99999Z03	軍訓教官	D 日		0	3	0	20 嘉義市	1 一般
18	國立嘉義大學	99999Z05	師資培育中心	D 日		0	4	0	20 嘉義市	1 一般
18	國立嘉義大學	99999Z08	語言中心	D 日		0	7	0	20 嘉義市	1 一般
19	國立高雄大學	2122036	工藝與創意設計學系	D 日	B 學士	207	8	34	50 高雄市	1 一般
19	國立高雄大學	2199005	創意設計與建築學系	D 日	B 學士	1	0	8	50 高雄市	1 一般
19	國立高雄大學	2311002	西洋語文學系	D 日	M 碩士	8	0	1	50 高雄市	1 一般
19	國立高雄大學	2311002	西洋語文學系	D 日	B 學士	161	10	38	50 高雄市	1 一般
19	國立高雄大學	2311003	東亞語文學系	D 日	M 碩士	11	0	3	50 高雄市	1 一般
19	國立高雄大學	2311003	東亞語文學系	D 日	B 學士	251	8	58	50 高雄市	1 一般
19	國立高雄大學	3111006	應用經濟學系	D 日	M 碩士	15	0	3	50 高雄市	1 一般
19	國立高雄大學	3111006	應用經濟學系	D 日	B 學士	226	11	57	50 高雄市	1 一般
19	國立高雄大學	4121011	金融管理學系	D 日	M 碩士	29	0	16	50 高雄市	1 一般
19	國立高雄大學	4121011	金融管理學系	D 日	B 學士	209	10	49	50 高雄市	1 一般
19	國立高雄大學	4131007	經營管理研究所	D 日	M 碩士	26	3	6	50 高雄市	1 一般
19	國立高雄大學	4131009	亞太工商管理學系	D 日	M 碩士	26	0	8	50 高雄市	1 一般
19	國立高雄大學	4131009	亞太工商管理學系	N 職	M 碩士	23	0	16	50 高雄市	1 一般
19	國立高雄大學	4131009	亞太工商管理學系	D 日	B 學士	265	11	61	50 高雄市	1 一般
19	國立高雄大學	4131010	國際商業管理碩士學位學程	D 日	M 碩士	14	0	11	50 高雄市	1 一般
19	國立高雄大學	4199012	高階經營管理碩士在職專班	N 職	M 碩士	97	1	17	50 高雄市	1 一般
19	國立高雄大學	4199013	國際高階經營管理碩士在職專班	N 職	M 碩士	104	0	19	50 高雄市	1 一般
19	國立高雄大學	4199014	高階法律暨管理碩士在職專班	N 職	M 碩士	29	0	4	50 高雄市	1 一般
19	國立高雄大學	4211015	法律學系	D 日	M 碩士	56	0	8	50 高雄市	1 一般
19	國立高雄大學	4211015	法律學系	N 職	M 碩士	96	0	16	50 高雄市	1 一般
19	國立高雄大學	4211015	法律學系	D 日	B 學士	211	9	56	50 高雄市	1 一般
19	國立高雄大學	4211018	法學院博士班	D 日	D 博士	15	0	1	50 高雄市	1 一般
19	國立高雄大學	4212016	財經法律學系	D 日	M 碩士	31	0	6	50 高雄市	1 一般
19	國立高雄大學	4212016	財經法律學系	D 日	B 學士	182	9	47	50 高雄市	1 一般
19	國立高雄大學	4212016	財經法律學系	N 修	C 二技	100	0	31	50 高雄市	1 一般
19	國立高雄大學	4212017	政治法律學系	D 日	M 碩士	33	0	2	50 高雄市	1 一般
19	國立高雄大學	4212017	政治法律學系	N 職	M 碩士	37	0	7	50 高雄市	1 一般
19	國立高雄大學	4212017	政治法律學系	D 日	B 學士	214	8	56	50 高雄市	1 一般
19	國立高雄大學	4212017	政治法律學系	N 修	C 二技	24	0	8	50 高雄市	1 一般
19	國立高雄大學	5111019	生命科學系	D 日	M 碩士	21	0	5	50 高雄市	1 一般
19	國立高雄大學	5111019	生命科學系	D 日	B 學士	185	12	44	50 高雄市	1 一般
19	國立高雄大學	5311022	應用化學系	D 日	M 碩士	38	0	8	50 高雄市	1 一般
19	國立高雄大學	5311022	應用化學系	D 日	B 學士	188	12	42	50 高雄市	1 一般
19	國立高雄大學	5331023	應用物理學系	D 日	M 碩士	8	0	8	50 高雄市	1 一般
19	國立高雄大學	5331023	應用物理學系	D 日	B 學士	193	10	44	50 高雄市	1 一般
19	國立高雄大學	5411024	應用數學系	D 日	D 博士	4	0	1	50 高雄市	1 一般
19	國立高雄大學	5411024	應用數學系	D 日	M 碩士	11	0	5	50 高雄市	1 一般
19	國立高雄大學	5411024	應用數學系	D 日	B 學士	216	11	42	50 高雄市	1 一般
19	國立高雄大學	5421025	統計學研究所	D 日	M 碩士	27	5	13	50 高雄市	1 一般
19	國立高雄大學	6131026	資訊管理學系	D 日	M 碩士	30	0	10	50 高雄市	1 一般
19	國立高雄大學	6131026	資訊管理學系	D 日	B 學士	228	10	37	50 高雄市	1 一般
19	國立高雄大學	6131028	資訊工程學系	D 日	M 碩士	47	0	11	50 高雄市	1 一般
19	國立高雄大學	6131028	資訊工程學系	N 職	M 碩士	34	0	6	50 高雄市	1 一般
19	國立高雄大學	6131028	資訊工程學系	D 日	B 學士	195	11	46	50 高雄市	1 一般
19	國立高雄大學	7111030	化學工程及材料工程學系	D 日	M 碩士	54	0	18	50 高雄市	1 一般
19	國立高雄大學	7111030	化學工程及材料工程學系	D 日	B 學士	174	12	42	50 高雄市	1 一般
19	國立高雄大學	7141027	電機工程學系	D 日	D 博士	11	0	0	50 高雄市	1 一般
19	國立高雄大學	7141027	電機工程學系	D 日	M 碩士	82	0	21	50 高雄市	1 一般
19	國立高雄大學	7141027	電機工程學系	N 職	M 碩士	33	0	8	50 高雄市	1 一般
19	國立高雄大學	7141027	電機工程學系	D 日	B 學士	444	16	100	50 高雄市	1 一般
19	國立高雄大學	7141038	半導體製造智能化技術產業碩士專班	D 日	M 碩士	48	0	11	50 高雄市	1 一般
19	國立高雄大學	07141C05	電子構裝整合技術產業碩士專班	D 日	M 碩士	0	0	5	50 高雄市	1 一般
19	國立高雄大學	7311005	創意設計與建築學系	D 日	M 碩士	1	0	2	50 高雄市	1 一般
19	國立高雄大學	7311005	創意設計與建築學系	N 職	M 碩士	7	0	2	50 高雄市	1 一般
19	國立高雄大學	7311035	建築學系	D 日	M 碩士	37	0	7	50 高雄市	1 一般
19	國立高雄大學	7311035	建築學系	N 職	M 碩士	49	0	3	50 高雄市	1 一般
19	國立高雄大學	7311035	建築學系	D 日	B 學士	168	8	0	50 高雄市	1 一般
19	國立高雄大學	7321029	土木與環境工程學系	D 日	M 碩士	23	0	4	50 高雄市	1 一般
19	國立高雄大學	7321029	土木與環境工程學系	D 日	B 學士	248	13	61	50 高雄市	1 一般
19	國立高雄大學	10141032	運動競技學系	D 日	B 學士	187	8	30	50 高雄市	1 一般
19	國立高雄大學	10152033	運動健康與休閒學系	D 日	M 碩士	25	0	3	50 高雄市	1 一般
19	國立高雄大學	10152033	運動健康與休閒學系	N 職	M 碩士	30	0	13	50 高雄市	1 一般
19	國立高雄大學	10152033	運動健康與休閒學系	D 日	B 學士	239	10	52	50 高雄市	1 一般
